method,accuracy,macro_f1,weighted_f1,high_recall,critical_recall
separated_pipeline,0.970164609053498,0.9601440097573667,0.9699894450141824,0.9607843137254902,1.0
baseline_future_equals_current,0.8389917695473251,0.7230419193128658,0.8331597050835726,0.5343137254901961,0.664179104477612
